,IdJuego,categories
8921,464380,Single-player;Steam Achievements;Captions available;Steam Cloud
8922,464400,Single-player
8923,464440,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
8924,464450,Single-player;Local Multi-Player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
8925,464490,Single-player;Steam Trading Cards;Steam Cloud
8926,464500,Single-player;Steam Trading Cards;Steam Cloud
8927,464530,Single-player
8928,464540,Single-player;Full controller support
8929,464610,Single-player;Steam Leaderboards
8930,464620,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
8931,464630,Single-player;Steam Trading Cards
8932,464650,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
8933,464670,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
8934,464690,Single-player;Multi-player
8935,464700,Single-player;Steam Achievements;Partial Controller Support
8936,464740,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
8937,464760,Single-player;Steam Trading Cards;Partial Controller Support
8938,464780,Single-player
8939,464800,Single-player;Steam Trading Cards;In-App Purchases
8940,464850,Single-player;Multi-player;Online Multi-Player;Online Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards
8941,464880,Single-player
8942,464900,Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud
8943,464920,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud
8944,464940,Single-player
8945,464950,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support;Captions available
8946,464960,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
8947,465000,Single-player;Partial Controller Support
8948,465010,Single-player;Steam Achievements
8949,465020,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards
8950,465050,Single-player;Steam Cloud
8951,465060,Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards
8952,465070,Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards
8953,465090,Single-player;Full controller support
8954,465130,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
8955,465150,Single-player
8956,465170,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
8957,465180,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
8958,465190,Single-player
8959,465200,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Steam Leaderboards
8960,465240,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;SteamVR Collectibles
8961,465280,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
8962,465310,Single-player
8963,465360,Single-player;Multi-player;Steam Trading Cards
8964,465430,Single-player
8965,465440,Single-player;Multi-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support
8966,465450,Single-player;Full controller support
8967,465490,Single-player;Steam Cloud
8968,465510,Single-player;Steam Trading Cards
8969,465520,Single-player;Steam Achievements;Steam Trading Cards
8970,465540,Single-player;Steam Trading Cards
8971,465650,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop
8972,465660,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop
8973,465670,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
8974,465710,Single-player;Multi-player;Online Multi-Player;Online Co-op;In-App Purchases
8975,465720,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
8976,465750,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
8977,465760,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
8978,465780,Single-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support
8979,465840,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards
8980,465860,Single-player
8981,465870,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Leaderboards
8982,465890,Single-player
8983,465900,Single-player
8984,465920,Single-player
8985,465930,Single-player
8986,465960,Single-player
8987,465970,Single-player;Steam Trading Cards
8988,465990,Single-player
8989,466000,Single-player
8990,466010,Single-player
8991,466020,Single-player
8992,466030,Single-player;Steam Trading Cards
8993,466040,Single-player
8994,466050,Single-player
8995,466060,Single-player
8996,466070,Single-player
8997,466080,Single-player
8998,466100,Single-player
8999,466110,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards
9000,466130,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Steam Cloud
9001,466160,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
9002,466170,Single-player;Steam Achievements;In-App Purchases;Steam Leaderboards
9003,466210,Single-player;Steam Trading Cards
9004,466240,Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;In-App Purchases
9005,466280,Single-player;Partial Controller Support;Steam Leaderboards
9006,466290,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Stats;Steam Leaderboards
9007,466300,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud
9008,466350,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
9009,466420,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support
9010,466430,Single-player;Steam Achievements;Captions available;Steam Cloud
9011,466480,Single-player;Steam Achievements;Steam Trading Cards
9012,466490,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
9013,466500,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
9014,466520,Single-player;Steam Achievements;Stats;Steam Leaderboards
9015,466560,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud
9016,466580,Single-player;Steam Trading Cards;Partial Controller Support
9017,466660,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards
9018,466720,Single-player
9019,466730,Single-player;Steam Achievements;Steam Trading Cards
9020,466740,Single-player;Steam Achievements;Full controller support
9021,466770,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud;Steam Leaderboards;Includes level editor
9022,466780,Single-player;Steam Achievements;Steam Trading Cards
9023,466790,Single-player;Steam Trading Cards
9024,466800,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats
9025,466810,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
9026,466820,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud
9027,466830,Single-player;Steam Trading Cards;Partial Controller Support
9028,466840,Single-player;Steam Trading Cards
9029,466860,Single-player;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards;Commentary available
9030,466890,Single-player;Steam Trading Cards
9031,466900,Local Multi-Player
9032,466910,Multi-player;Cross-Platform Multiplayer;In-App Purchases
9033,466920,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
9034,466940,Single-player;Full controller support;Steam Workshop;In-App Purchases;Steam Cloud;Includes level editor
9035,466980,Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Leaderboards;Includes level editor
9036,467000,Single-player;Partial Controller Support
9037,467060,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
9038,467090,Single-player;Full controller support;Steam Trading Cards;Steam Cloud
9039,467120,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Includes level editor
9040,467170,Single-player
9041,467210,Single-player;Steam Achievements
9042,467220,Single-player;Steam Trading Cards;Partial Controller Support;Steam Leaderboards
9043,467270,Single-player
9044,467290,Single-player;Steam Cloud
9045,467310,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
9046,467320,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud
9047,467330,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
9048,467350,Single-player
9049,467360,Single-player;Steam Achievements;Partial Controller Support
9050,467370,Single-player;Steam Achievements;Steam Trading Cards
9051,467380,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Leaderboards
9052,467390,Single-player;Steam Achievements;Steam Trading Cards
9053,467400,Single-player
9054,467430,Single-player
9055,467470,Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards
9056,467480,Single-player;Full controller support
9057,467490,Single-player;Steam Achievements
9058,467520,Steam Achievements
9059,467570,Online Multi-Player;MMO;Partial Controller Support;Steam Cloud
9060,467660,Single-player;Steam Achievements;Full controller support;Steam Cloud
9061,467760,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor
9062,467780,Single-player;Steam Achievements;Stats;Steam Leaderboards
9063,467790,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Includes level editor
9064,467810,Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Includes level editor
9065,467820,Multi-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Workshop;Partial Controller Support;Stats
9066,467850,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards
9067,467890,Single-player
9068,467900,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support
9069,467910,Single-player;Multi-player;Co-op
9070,467930,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
9071,467950,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
9072,467960,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
9073,468000,Single-player;Steam Achievements;Full controller support;Steam Cloud
9074,468050,Single-player;Captions available
9075,468070,MMO
9076,468080,Single-player;Steam Achievements;Full controller support
9077,468100,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support
9078,468110,Single-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards
9079,468130,Single-player
9080,468150,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Includes level editor
9081,468160,Single-player;Online Multi-Player;Steam Achievements;Partial Controller Support
9082,468170,Single-player;Steam Achievements
9083,468240,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Stats;Steam Leaderboards
9084,468310,Single-player;Steam Trading Cards;Captions available;Partial Controller Support
9085,468320,Single-player;Multi-player
9086,468330,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards
9087,468350,Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op
9088,468490,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
9089,468530,Single-player;Steam Achievements
9090,468540,Single-player;Online Multi-Player;Shared/Split Screen
9091,468560,Multi-player;Co-op;Steam Achievements
9092,468570,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
9093,468650,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards
9094,468670,Single-player;Multi-player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards
9095,468700,Single-player
9096,468740,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Leaderboards
9097,468780,Single-player;Multi-player;Steam Trading Cards;Partial Controller Support
9098,468800,Multi-player;Partial Controller Support
9099,468820,Single-player
9100,468920,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards;Includes level editor
9101,468930,Single-player;Steam Achievements;Partial Controller Support
9102,469550,Single-player
9103,469560,Single-player;Steam Achievements
9104,469600,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op
9105,469610,Single-player;Steam Achievements;Steam Trading Cards;SteamVR Collectibles
9106,469650,Single-player;Partial Controller Support
9107,469710,Single-player;Multi-player;Steam Trading Cards;Steam Workshop;Steam Turn Notifications;Includes level editor
9108,469720,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
9109,469730,Single-player;Steam Trading Cards
9110,469790,Single-player;Steam Achievements;Full controller support
9111,469800,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Cloud
9112,469820,Single-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Captions available
9113,469830,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases
9114,469890,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
9115,469900,Single-player
9116,469920,Single-player;Multi-player;MMO;Co-op;Cross-Platform Multiplayer
9117,469930,Online Multi-Player;MMO;Cross-Platform Multiplayer;In-App Purchases
9118,469980,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
9119,469990,Single-player;Partial Controller Support
9120,470020,Single-player;Captions available
9121,470040,Multi-player;Online Multi-Player;Steam Achievements;In-App Purchases
9122,470060,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
9123,470090,Single-player;Steam Achievements;Full controller support
9124,470130,Single-player
9125,470140,Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support
9126,470170,Single-player;Full controller support;Commentary available
9127,470210,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
9128,470220,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Full controller support;Steam Trading Cards
9129,470260,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
9130,470270,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards
9131,470280,Single-player
9132,470300,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
9133,470310,Single-player;Steam Achievements;Steam Trading Cards
9134,470440,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards;Includes level editor
9135,470450,Single-player;Full controller support;Steam Trading Cards
9136,470470,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support;Includes level editor
9137,470480,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Includes level editor
9138,470490,Single-player;Full controller support;Steam Trading Cards
9139,470580,Single-player;Steam Achievements;Full controller support;Steam Cloud
9140,470590,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards
9141,470600,Single-player;Steam Achievements;Steam Trading Cards
9142,470740,Single-player
9143,470760,Single-player;Full controller support
9144,470780,Single-player;Steam Achievements;Steam Trading Cards
9145,470890,Single-player;Local Multi-Player;Partial Controller Support
9146,471010,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
9147,471160,Single-player;Steam Achievements;Steam Trading Cards
9148,471170,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Includes level editor
9149,471200,Single-player;Steam Achievements
9150,471220,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards
9151,471260,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
9152,471270,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards
9153,471330,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
9154,471380,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop
9155,471400,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support;Steam Trading Cards;Steam Leaderboards
9156,471550,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
9157,471570,Single-player;Steam Achievements;Steam Trading Cards
9158,471630,Single-player;Partial Controller Support
9159,471660,Single-player;Online Multi-Player;Co-op;Cross-Platform Multiplayer
9160,471700,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
9161,471710,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;Full controller support;SteamVR Collectibles;Includes level editor
9162,471730,Single-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards
9163,471770,Single-player;Partial Controller Support;Steam Cloud
9164,471810,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats
9165,471910,Single-player;Steam Trading Cards;Partial Controller Support
9166,471920,Single-player;Steam Achievements;Steam Trading Cards
9167,472060,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements
9168,472420,Single-player;Steam Achievements;Steam Trading Cards;Captions available
9169,472680,Single-player;Steam Achievements
9170,472720,Single-player
9171,472740,Single-player;Partial Controller Support
9172,472770,Single-player;Multi-player;Partial Controller Support
9173,472830,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
9174,472870,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
9175,473140,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards
9176,473450,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
9177,473460,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
9178,473470,Single-player;Steam Trading Cards
9179,473480,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
9180,473510,Single-player;Steam Trading Cards
9181,473520,Single-player;Steam Trading Cards;Steam Cloud
9182,473530,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor
9183,473540,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats
9184,473560,Single-player;Steam Trading Cards
9185,473610,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
9186,473670,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
9187,473690,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support
9188,473710,Single-player;Steam Achievements;Steam Trading Cards
9189,473720,Single-player;Steam Achievements;Full controller support
9190,473730,Single-player;Steam Trading Cards
9191,473740,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
9192,473770,Single-player;Online Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor
9193,473780,Single-player;Partial Controller Support;Steam Cloud
9194,473800,Single-player;Shared/Split Screen;Partial Controller Support
9195,473810,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support
9196,473840,Single-player;Steam Trading Cards
9197,473910,Multi-player;Online Multi-Player;Steam Achievements
9198,473920,Single-player;Steam Achievements;Steam Trading Cards
9199,473970,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards
9200,474010,Single-player;Steam Achievements;Steam Cloud
9201,474030,Single-player
9202,474050,Single-player;Steam Achievements;Steam Leaderboards
9203,474210,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor
9204,474240,Single-player
9205,474620,Single-player;Steam Achievements;Full controller support
9206,474730,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards
9207,474750,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
9208,474790,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Cross-Platform Multiplayer
9209,474810,Single-player;Steam Trading Cards;Partial Controller Support
9210,474820,Single-player;Steam Achievements;Steam Trading Cards
9211,474830,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor
9212,474880,Single-player;Steam Achievements
9213,474890,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Workshop
9214,474910,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
9215,474960,Single-player;Steam Achievements;Full controller support;Steam Cloud
9216,474980,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
9217,475050,Single-player;Full controller support
9218,475070,Single-player;Steam Achievements;Full controller support
9219,475080,Single-player;Full controller support
9220,475090,Single-player;Steam Achievements;Steam Cloud
9221,475150,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor
9222,475190,Single-player;Partial Controller Support
9223,475220,Single-player;Local Co-op;Full controller support;Steam Trading Cards
9224,475240,Single-player;Full controller support;Steam Trading Cards
9225,475430,Single-player;Steam Trading Cards
9226,475470,Single-player;Steam Achievements;Steam Trading Cards
9227,475490,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
9228,475520,Single-player
9229,475530,Multi-player;Online Multi-Player
9230,475550,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
9231,475620,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
9232,475960,Single-player;Local Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
9233,476000,Single-player;Full controller support;Commentary available
9234,476020,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
9235,476030,Single-player
9236,476240,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
9237,476360,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards
9238,476370,Single-player;Steam Achievements;Partial Controller Support
9239,476410,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
9240,476420,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards
9241,476430,Single-player;Full controller support
9242,476460,Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor
9243,476480,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support
9244,476490,Single-player;Steam Achievements;Captions available;Steam Cloud
9245,476510,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards
9246,476530,Single-player;Steam Achievements;Steam Workshop;Steam Cloud
9247,476540,Single-player
9248,476600,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud;Valve Anti-Cheat enabled
9249,476650,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
9250,476670,Single-player;Multi-player;Online Multi-Player;Online Co-op
9251,476700,Single-player;SteamVR Collectibles
9252,476710,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats
9253,476880,Single-player;Steam Trading Cards
9254,476920,Single-player;Steam Achievements;Steam Trading Cards
9255,476930,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
9256,477010,Single-player;Full controller support
9257,477130,Single-player
9258,477140,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Includes level editor
9259,477160,Single-player;Online Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats
9260,477170,Single-player;Steam Achievements;Steam Cloud
9261,477180,Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards
9262,477190,Single-player
9263,477200,Single-player;Co-op;Shared/Split Screen;In-App Purchases;Steam Cloud
9264,477270,Single-player
9265,477290,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Trading Cards;Partial Controller Support
9266,477310,Single-player;Full controller support
9267,477720,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards
9268,477730,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Includes level editor
9269,477740,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
9270,477750,Single-player
9271,477770,Single-player;Multi-player;Online Multi-Player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
9272,477800,Single-player
9273,477870,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
9274,477900,Single-player
9275,477910,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
9276,477950,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud
9277,477980,Single-player;Steam Achievements;Steam Trading Cards
9278,478010,Single-player;Steam Trading Cards
9279,478020,Single-player
9280,478210,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
9281,478950,Single-player
9282,478980,Single-player;Co-op;Shared/Split Screen
9283,479000,Single-player
9284,479020,Single-player;Multi-player;Steam Achievements
9285,479040,Single-player;Steam Achievements;Steam Cloud
9286,479100,Single-player;Includes level editor
9287,479110,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
9288,479140,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
9289,479150,Single-player;Steam Trading Cards;Partial Controller Support;Steam Cloud
9290,479170,Multi-player
9291,479180,Single-player;Multi-player
9292,479200,Single-player
9293,479260,Single-player;Steam Trading Cards
9294,479310,Single-player;Steam Achievements;Full controller support;Steam Workshop;Includes level editor
9295,479330,Single-player
9296,479990,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
9297,480410,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Stats
9298,480430,Online Multi-Player;Steam Achievements;Steam Trading Cards;Stats
9299,480450,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support
9300,480480,Single-player;Steam Achievements;Steam Trading Cards
9301,480490,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
9302,480500,Single-player;Multi-player;Cross-Platform Multiplayer;In-App Purchases;Partial Controller Support
9303,480640,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases
9304,480650,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
9305,480690,Single-player;Steam Leaderboards
9306,480770,Single-player;Steam Achievements;Partial Controller Support
9307,480780,Single-player
9308,480900,Single-player;Steam Achievements;Steam Cloud
9309,481110,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
9310,481180,Single-player;Steam Achievements
9311,481190,Single-player;Steam Cloud
9312,481420,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards
9313,481510,Single-player;Steam Achievements;Full controller support
9314,481600,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
