,IdJuego,categories
23744,905960,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Leaderboards
23745,906000,Single-player;Steam Achievements
23746,906010,Single-player;Steam Achievements
23747,906020,Single-player;Steam Achievements
23748,906030,Single-player;Full controller support
23749,906050,Single-player
23750,906110,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards
23751,906120,Single-player;Steam Achievements;Partial Controller Support
23752,906160,Single-player;Steam Achievements
23753,906170,Single-player;Includes level editor
23754,906190,Single-player;Steam Achievements
23755,906200,Single-player;Co-op;Local Co-op;Steam Achievements;Full controller support
23756,906280,Single-player;Steam Achievements;Steam Cloud
23757,906300,Single-player;Steam Achievements;Steam Cloud
23758,906310,Single-player;Multi-player
23759,906340,Single-player
23760,906360,Single-player
23761,906370,Single-player
23762,906390,Single-player
23763,906450,Single-player
23764,906480,Single-player;Steam Achievements;Full controller support;Stats
23765,906590,Single-player
23766,906600,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards
23767,906650,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards
23768,906660,Single-player;Steam Workshop;Steam Cloud;Includes level editor
23769,906680,Single-player;Partial Controller Support;Steam Cloud;Steam Leaderboards
23770,906730,Single-player;Steam Achievements;Steam Cloud
23771,906740,Single-player;Steam Achievements;Steam Cloud
23772,906770,Single-player;Steam Achievements;Steam Leaderboards
23773,906850,Single-player
23774,906880,Single-player;Steam Achievements;Partial Controller Support
23775,906920,Single-player;Steam Achievements
23776,906950,Single-player
23777,907000,Single-player
23778,907020,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Partial Controller Support
23779,907040,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Stats
23780,907050,Multi-player;Online Multi-Player;Co-op;Online Co-op;Stats
23781,907210,Single-player;Steam Cloud
23782,907220,Single-player;Partial Controller Support
23783,907240,Single-player;Steam Achievements;Steam Cloud
23784,907250,Single-player;Steam Achievements;Steam Trading Cards
23785,907270,Single-player;Steam Achievements;Steam Cloud
23786,907320,Single-player;Steam Achievements
23787,907330,Single-player;Steam Achievements;Steam Cloud
23788,907350,Single-player;Steam Achievements
23789,907380,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available
23790,907390,Single-player
23791,907440,Single-player;Steam Achievements
23792,907460,Single-player
23793,907470,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
23794,907560,Single-player;Steam Achievements;Full controller support
23795,907590,Single-player;Steam Achievements
23796,907620,Single-player
23797,907720,Online Multi-Player;Steam Leaderboards
23798,907770,Single-player;Steam Achievements;Full controller support
23799,907820,Single-player;Steam Achievements;Steam Cloud
23800,907900,Single-player
23801,907950,Single-player;Steam Achievements
23802,907970,Single-player
23803,908000,Single-player;Partial Controller Support
23804,908010,Single-player;Steam Achievements;Partial Controller Support
23805,908020,Single-player
23806,908070,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Leaderboards
23807,908090,Single-player;Partial Controller Support
23808,908120,Single-player;Steam Achievements
23809,908150,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Stats
23810,908180,Single-player;Partial Controller Support;Steam Cloud
23811,908230,Single-player;Steam Achievements
23812,908260,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Partial Controller Support
23813,908310,Single-player;Steam Achievements
23814,908320,Single-player;Commentary available
23815,908350,Single-player;Steam Achievements;Steam Cloud
23816,908400,Single-player
23817,908420,Single-player
23818,908440,Multi-player;Online Multi-Player;Partial Controller Support
23819,908500,Single-player;Steam Achievements;Steam Leaderboards
23820,908710,Single-player
23821,908750,Single-player
23822,908830,Single-player;Partial Controller Support;Steam Cloud
23823,908840,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support
23824,908920,Single-player;Partial Controller Support
23825,908940,Single-player;Full controller support
23826,908950,Single-player;Local Multi-Player;Shared/Split Screen
23827,908960,Single-player
23828,908990,Single-player;Partial Controller Support;Steam Cloud
23829,909000,Single-player;Steam Achievements
23830,909010,Single-player;Partial Controller Support
23831,909020,Single-player;Commentary available
23832,909080,Single-player;Steam Achievements;Steam Cloud
23833,909110,Single-player;Steam Achievements
23834,909130,Single-player
23835,909170,Single-player
23836,909190,Single-player
23837,909200,Single-player;Steam Achievements
23838,909220,Single-player;Steam Leaderboards
23839,909240,Single-player;Steam Achievements
23840,909270,Single-player;Full controller support;Steam Cloud
23841,909370,Single-player;Steam Cloud
23842,909430,Single-player;Steam Achievements;Steam Cloud
23843,909480,Single-player;Steam Achievements;Steam Cloud
23844,909490,Single-player;Steam Achievements
23845,909570,Single-player;Cross-Platform Multiplayer
23846,909580,Single-player
23847,909630,Single-player
23848,909780,Single-player;Steam Achievements;Steam Cloud
23849,909830,Single-player
23850,909900,Online Multi-Player
23851,910150,Single-player;Partial Controller Support
23852,910200,Single-player;Steam Achievements
23853,910210,Single-player
23854,910220,Single-player
23855,910230,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards
23856,910250,Single-player;Steam Achievements
23857,910260,Single-player
23858,910320,Single-player;Multi-player;Online Multi-Player;MMO;In-App Purchases
23859,910390,Single-player;Steam Achievements
23860,910400,Single-player
23861,910450,Single-player;Steam Achievements;Steam Cloud
23862,910460,Single-player
23863,910500,Single-player
23864,910530,Single-player
23865,910540,Single-player
23866,910590,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards
23867,910630,Single-player;Steam Achievements;Full controller support
23868,910660,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards
23869,910730,Single-player;Full controller support
23870,910770,Single-player;Steam Achievements
23871,910850,Single-player
23872,910880,Single-player
23873,910990,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Partial Controller Support
23874,911010,Single-player
23875,911040,Single-player
23876,911050,Single-player
23877,911060,Single-player;Steam Achievements
23878,911090,Single-player
23879,911100,Single-player
23880,911120,Single-player;Steam Achievements;Stats;Steam Leaderboards
23881,911130,Single-player
23882,911180,Single-player
23883,911210,Single-player
23884,911220,Single-player;Partial Controller Support
23885,911230,Single-player;Steam Achievements
23886,911240,Single-player;Full controller support
23887,911260,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;In-App Purchases;Partial Controller Support
23888,911270,Single-player;Steam Achievements
23889,911280,Single-player
23890,911290,Single-player
23891,911310,Steam Achievements
23892,911400,Single-player;Partial Controller Support
23893,911480,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards
23894,911520,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards
23895,911550,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer
23896,911580,Single-player;Steam Achievements;Steam Cloud;Stats
23897,911640,Single-player;Steam Achievements
23898,911690,Single-player
23899,911760,Single-player;Steam Achievements
23900,911880,Single-player;Steam Achievements
23901,911950,Single-player;Steam Achievements;Partial Controller Support
23902,912020,Single-player
23903,912070,Single-player;Steam Achievements;Steam Cloud
23904,912110,Single-player;Steam Achievements;Steam Cloud
23905,912120,Single-player
23906,912130,Single-player
23907,912190,Single-player;Steam Achievements;Steam Cloud
23908,912210,Single-player;Steam Achievements;Stats
23909,912250,Single-player
23910,912300,Single-player
23911,912360,Single-player
23912,912370,Single-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Stats
23913,912390,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support
23914,912420,Single-player
23915,912500,Single-player;Steam Achievements
23916,912520,Single-player;Partial Controller Support
23917,912560,Single-player;Steam Achievements
23918,912580,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Cloud
23919,912590,Single-player
23920,912600,Single-player;Local Multi-Player;Shared/Split Screen;Steam Cloud
23921,912650,Single-player;Steam Achievements;Full controller support;Steam Cloud
23922,912660,Single-player;Steam Achievements;Stats
23923,912680,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats
23924,912730,Single-player;Partial Controller Support
23925,912760,Single-player;Steam Achievements
23926,912790,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud
23927,912810,Single-player
23928,912820,Single-player
23929,912890,Single-player;Steam Achievements;Stats
23930,912930,Single-player;Full controller support;Steam Cloud
23931,913000,Single-player
23932,913010,Single-player;Steam Achievements;Captions available
23933,913090,Single-player;Online Multi-Player;Online Co-op
23934,913100,Single-player;Steam Achievements;Full controller support
23935,913110,Single-player;Steam Achievements;Steam Cloud
23936,913120,Single-player;Steam Achievements;Full controller support
23937,913150,Single-player
23938,913160,Single-player;Steam Cloud
23939,913180,Single-player
23940,913210,Single-player
23941,913220,Single-player
23942,913250,Single-player
23943,913260,Single-player;Steam Achievements
23944,913270,Single-player;Steam Achievements
23945,913280,Single-player
23946,913300,Single-player
23947,913310,Single-player
23948,913340,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Cloud
23949,913420,Single-player;Local Co-op;Shared/Split Screen
23950,913450,Single-player;Steam Achievements;Steam Cloud
23951,913500,Single-player;Captions available
23952,913520,Single-player;Steam Achievements;Full controller support
23953,913550,Single-player;Local Multi-Player;Shared/Split Screen;Includes level editor
23954,913570,Single-player
23955,913590,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud
23956,913600,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Shared/Split Screen;Steam Achievements;Steam Workshop;Stats;Includes level editor
23957,913640,Single-player;Steam Achievements
23958,913650,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards
23959,913660,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards
23960,913670,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards
23961,913690,Single-player
23962,913710,Single-player;Steam Achievements
23963,913770,Single-player
23964,913820,Single-player;Steam Achievements;Steam Cloud
23965,913830,Single-player
23966,913840,Single-player;Local Co-op;Shared/Split Screen;Full controller support
